short_name,value_eur,overall,player_positions,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,nationality
P. Grave,100000,53,GK,51.0,54.0,50.0,59.0,24.0,52.0,Germany
M. Deman,100000,53,GK,59.0,52.0,55.0,52.0,19.0,48.0,Belgium
M. Christiansen,100000,53,GK,55.0,55.0,52.0,54.0,28.0,51.0,Norway
L. Soldini,100000,53,GK,55.0,57.0,57.0,54.0,32.0,47.0,Switzerland
J. Borquez,110000,53,GK,60.0,49.0,55.0,52.0,32.0,56.0,Chile
J. Pukaj,110000,53,GK,57.0,56.0,54.0,52.0,21.0,53.0,Switzerland
J. Odehnal,100000,53,GK,55.0,52.0,56.0,56.0,32.0,47.0,Austria
B. Passant,100000,53,GK,54.0,52.0,52.0,53.0,41.0,52.0,England
G. McMahon,110000,53,GK,55.0,53.0,52.0,54.0,35.0,52.0,England
R. Ferrario,110000,53,GK,56.0,47.0,58.0,59.0,24.0,47.0,Argentina
L. Pelletier,110000,53,GK,51.0,59.0,55.0,55.0,21.0,45.0,France
C. Leonhard,100000,53,GK,53.0,54.0,53.0,54.0,23.0,56.0,Germany
D. Rouyard,110000,53,GK,55.0,53.0,51.0,53.0,28.0,49.0,France
K. Haug,110000,53,GK,54.0,50.0,49.0,55.0,45.0,53.0,Norway
M. Schragl,110000,53,GK,57.0,52.0,53.0,56.0,31.0,48.0,Austria
R. Ishii,100000,53,GK,54.0,55.0,51.0,56.0,30.0,45.0,Japan
L. Sedlak,90000,53,GK,52.0,51.0,53.0,58.0,25.0,49.0,Germany
A. Lyska,90000,53,GK,56.0,54.0,53.0,55.0,42.0,49.0,Germany
F. Bloch,90000,53,GK,53.0,59.0,54.0,53.0,23.0,43.0,France
S. Thulin,90000,53,GK,59.0,58.0,49.0,54.0,18.0,47.0,Norway
L. Finochietto,80000,53,GK,58.0,52.0,55.0,52.0,28.0,53.0,Argentina
Dong Min Goh,80000,53,GK,55.0,51.0,50.0,59.0,36.0,43.0,Korea Republic
M. Al Baqawi,80000,53,GK,55.0,51.0,49.0,58.0,28.0,48.0,Saudi Arabia
Shi Xiaodong,80000,53,GK,51.0,55.0,57.0,49.0,31.0,47.0,China PR
L. Zamudio,80000,53,GK,55.0,59.0,56.0,52.0,25.0,52.0,United States
B. Manosalva,70000,53,GK,53.0,48.0,52.0,58.0,22.0,51.0,Chile
W. Henry,70000,53,GK,58.0,53.0,50.0,55.0,22.0,46.0,England
N. Al Ghamdi,70000,53,GK,52.0,58.0,51.0,53.0,21.0,51.0,Saudi Arabia
A. Gudiño,70000,53,GK,57.0,54.0,52.0,58.0,23.0,44.0,Mexico
J. Widell Zetterström,70000,53,GK,56.0,50.0,58.0,55.0,22.0,49.0,Sweden
Wang Min,60000,53,GK,55.0,49.0,50.0,56.0,28.0,48.0,China PR
G. Vannucchi,60000,53,GK,53.0,54.0,55.0,51.0,23.0,54.0,Italy
M. Kelly,60000,53,GK,54.0,53.0,50.0,53.0,36.0,53.0,Republic of Ireland
Lee Hyun Woo,60000,53,GK,53.0,51.0,54.0,54.0,28.0,50.0,Korea Republic
Wen Zhixiang,50000,53,GK,52.0,45.0,44.0,60.0,45.0,53.0,China PR
R. Miura,50000,53,GK,58.0,54.0,52.0,48.0,24.0,49.0,Japan
Wei Jian,50000,53,GK,53.0,58.0,51.0,55.0,30.0,50.0,China PR
Chen Junlin,50000,53,GK,52.0,45.0,47.0,65.0,41.0,47.0,China PR
J. Imbrechts,80000,52,GK,57.0,50.0,53.0,57.0,27.0,45.0,Sweden
Z. Hemming,90000,52,GK,50.0,52.0,54.0,55.0,27.0,49.0,England
M. Sanyor,90000,52,GK,51.0,50.0,50.0,53.0,30.0,51.0,Saudi Arabia
C. Lyle,90000,52,GK,54.0,53.0,55.0,50.0,25.0,49.0,Scotland
E. Arnebrott,90000,52,GK,55.0,53.0,56.0,59.0,33.0,48.0,Norway
K. Gourlay,90000,52,GK,52.0,47.0,57.0,51.0,44.0,52.0,Scotland
A. Maynard-Brewer,90000,52,GK,54.0,46.0,56.0,47.0,22.0,55.0,Australia
T. Romboli,90000,52,GK,56.0,55.0,54.0,48.0,19.0,53.0,Italy
L. Beckemeyer,90000,52,GK,57.0,55.0,51.0,56.0,35.0,44.0,Germany
E. Hejer,80000,52,GK,53.0,58.0,48.0,52.0,21.0,53.0,Norway
B. Lashley,90000,52,GK,53.0,56.0,47.0,54.0,26.0,48.0,England
J. Schelfhout,90000,52,GK,57.0,51.0,54.0,58.0,30.0,41.0,Belgium
D. Nreca-Bisinger,80000,52,GK,56.0,50.0,49.0,58.0,22.0,44.0,Kosovo
D. Andersen,90000,52,GK,54.0,51.0,48.0,54.0,34.0,55.0,Denmark
S. Günther,90000,52,GK,53.0,51.0,48.0,53.0,21.0,51.0,Germany
M. Dalsgaard,80000,52,GK,55.0,51.0,58.0,56.0,22.0,50.0,Denmark
S. Sargeant,70000,52,GK,52.0,47.0,48.0,54.0,44.0,51.0,England
J. Pagnini,70000,52,GK,54.0,52.0,52.0,51.0,24.0,50.0,Italy
Z. Al Bawardi,70000,52,GK,49.0,50.0,45.0,53.0,26.0,57.0,Saudi Arabia
T. Murphy,70000,52,GK,55.0,54.0,56.0,55.0,29.0,48.0,Republic of Ireland
A. Popa,70000,52,GK,54.0,51.0,59.0,57.0,24.0,45.0,Romania
Liu Shibo,70000,52,GK,49.0,56.0,50.0,59.0,25.0,41.0,China PR
E. Jacobsen,70000,52,GK,54.0,52.0,45.0,55.0,49.0,53.0,Norway
M. Al Ghamdi,70000,52,GK,54.0,51.0,56.0,54.0,18.0,48.0,Saudi Arabia
M. Scevola,60000,52,GK,53.0,48.0,53.0,59.0,21.0,46.0,Italy
R. Treacy,60000,52,GK,55.0,52.0,52.0,52.0,26.0,49.0,Republic of Ireland
M. Yıldız,60000,52,GK,47.0,54.0,58.0,54.0,27.0,51.0,Turkey
R. Al Najjar,60000,52,GK,53.0,47.0,60.0,53.0,21.0,53.0,Saudi Arabia
N. Forastiero,60000,52,GK,47.0,58.0,59.0,53.0,15.0,48.0,Argentina
L. Pöhls,60000,52,GK,56.0,57.0,53.0,54.0,26.0,46.0,Germany
B. Machini,60000,52,GK,54.0,52.0,57.0,55.0,31.0,53.0,United States
L. McNicholas,50000,52,GK,51.0,52.0,50.0,54.0,28.0,53.0,Republic of Ireland
Ángel Fraga,50000,52,GK,51.0,59.0,47.0,58.0,29.0,45.0,Spain
Y. Kafkasyali,50000,52,GK,55.0,57.0,53.0,48.0,33.0,51.0,Turkey
J. Stevens,50000,52,GK,56.0,50.0,47.0,54.0,42.0,45.0,England
A. André Jr,50000,52,GK,46.0,52.0,65.0,54.0,51.0,50.0,Morocco
M. Nelson,50000,52,GK,48.0,55.0,54.0,55.0,24.0,50.0,United States
C. Rozas,40000,52,GK,47.0,52.0,54.0,54.0,16.0,52.0,Chile
J. Beaulieu,50000,52,GK,52.0,52.0,45.0,52.0,20.0,50.0,Canada
G. Ranjitsingh,50000,52,GK,53.0,52.0,50.0,60.0,20.0,46.0,Trinidad & Tobago
G. Maley,10000,52,GK,48.0,52.0,53.0,46.0,18.0,58.0,Scotland
S. Agius,70000,51,GK,55.0,50.0,57.0,54.0,24.0,47.0,England
J. Walsh,70000,51,GK,53.0,54.0,61.0,58.0,61.0,43.0,England
K. Tani,60000,51,GK,53.0,54.0,54.0,58.0,26.0,44.0,Japan
M. Woźniak,60000,51,GK,57.0,47.0,52.0,49.0,30.0,49.0,Poland
E. Allen,60000,51,GK,52.0,50.0,45.0,56.0,31.0,48.0,England
E. McFarlane,60000,51,GK,53.0,51.0,50.0,52.0,31.0,50.0,England
V. Neacșu,60000,51,GK,49.0,48.0,54.0,54.0,28.0,52.0,Romania
D. Arndt,60000,51,GK,54.0,52.0,45.0,51.0,48.0,47.0,Poland
H. Fossdal,70000,51,GK,54.0,48.0,45.0,56.0,44.0,49.0,Norway
J. Sims,70000,51,GK,47.0,48.0,53.0,52.0,18.0,52.0,England
S. Benda,70000,51,GK,51.0,51.0,49.0,54.0,37.0,50.0,Germany
I. Richards,70000,51,GK,53.0,54.0,48.0,55.0,28.0,48.0,Australia
J. Bell,70000,51,GK,53.0,54.0,51.0,53.0,46.0,53.0,Republic of Ireland
L. Marsella,70000,51,GK,55.0,48.0,57.0,53.0,26.0,51.0,France
M. Kikkenborg,60000,51,GK,56.0,52.0,55.0,51.0,26.0,50.0,Denmark
D. Thiam,50000,51,GK,48.0,51.0,58.0,48.0,54.0,62.0,Senegal
E. Harloff,50000,51,GK,49.0,58.0,57.0,55.0,24.0,41.0,Norway
J. Osobiński,50000,51,GK,53.0,45.0,58.0,58.0,26.0,45.0,Poland
V. Müller,50000,51,GK,51.0,51.0,52.0,54.0,31.0,50.0,Germany
B. Voll,50000,51,GK,52.0,55.0,52.0,57.0,25.0,42.0,Germany
F. Quintiero,50000,51,GK,50.0,54.0,54.0,49.0,25.0,52.0,Italy
S. Gustafsson,50000,51,GK,51.0,54.0,42.0,52.0,49.0,52.0,Sweden
A. Matthews,40000,51,GK,51.0,55.0,58.0,57.0,21.0,42.0,England
T. Kretzschmar,50000,51,GK,48.0,54.0,49.0,57.0,42.0,42.0,Germany
J. García,40000,51,GK,47.0,58.0,52.0,46.0,31.0,52.0,Chile
M. Al Burayh,40000,51,GK,54.0,42.0,43.0,54.0,44.0,48.0,Saudi Arabia
J. Peña,30000,51,GK,51.0,49.0,54.0,54.0,21.0,48.0,Chile
E. Bilen,60000,50,GK,55.0,53.0,55.0,50.0,20.0,41.0,Turkey
H. Bernat,60000,50,GK,50.0,48.0,58.0,52.0,29.0,51.0,Denmark
M. Hermansen,50000,50,GK,51.0,58.0,54.0,56.0,32.0,42.0,Denmark
O. Funch,50000,50,GK,50.0,53.0,48.0,52.0,26.0,51.0,Denmark
J. Lee,50000,50,GK,51.0,50.0,50.0,53.0,24.0,49.0,Australia
J. Grobelny,50000,50,GK,48.0,49.0,51.0,52.0,32.0,47.0,Poland
M. Sutton,50000,50,GK,50.0,49.0,48.0,52.0,20.0,50.0,Australia
C. Hawkins,50000,50,GK,56.0,49.0,55.0,48.0,28.0,49.0,England
T. Callens,50000,50,GK,57.0,51.0,46.0,51.0,17.0,45.0,France
M. Freke,50000,50,GK,48.0,52.0,51.0,55.0,19.0,49.0,Australia
F. Lapworth,50000,50,GK,52.0,50.0,47.0,55.0,28.0,46.0,England
J. Livesey,50000,50,GK,48.0,54.0,58.0,49.0,21.0,45.0,Scotland
L. Schellenberg,50000,50,GK,57.0,52.0,51.0,46.0,24.0,43.0,Germany
F. Iron,50000,50,GK,52.0,49.0,61.0,48.0,33.0,44.0,England
M. Connor,40000,50,GK,51.0,51.0,53.0,52.0,22.0,44.0,Republic of Ireland
J. García,40000,50,GK,47.0,56.0,54.0,52.0,22.0,44.0,Mexico
Chen Zhao,40000,50,GK,50.0,52.0,50.0,48.0,24.0,42.0,China PR
F. Beklevic,40000,50,GK,56.0,47.0,49.0,46.0,30.0,48.0,Turkey
D. Berchtold,40000,50,GK,48.0,47.0,49.0,50.0,27.0,52.0,Switzerland
J. Hague,40000,50,GK,49.0,59.0,59.0,49.0,49.0,49.0,United States
D. Retamal,30000,50,GK,45.0,50.0,50.0,56.0,28.0,49.0,Chile
G. Sheridan,30000,50,GK,50.0,45.0,44.0,51.0,42.0,52.0,Republic of Ireland
Zhang Jingyi,30000,50,GK,45.0,59.0,46.0,50.0,19.0,44.0,China PR
H. Altıntaş,30000,50,GK,50.0,45.0,56.0,56.0,29.0,45.0,Turkey
A. Mills,30000,50,GK,51.0,46.0,45.0,51.0,44.0,49.0,England
Teng Shangkun,20000,50,GK,46.0,56.0,55.0,53.0,26.0,45.0,China PR
Sun Qibin,20000,50,GK,50.0,46.0,51.0,50.0,30.0,48.0,China PR
G. Figliuzzi,50000,49,GK,49.0,51.0,44.0,50.0,21.0,45.0,Italy
O. Battersby,50000,49,GK,47.0,49.0,50.0,50.0,26.0,50.0,England
A. Janata,50000,49,GK,45.0,58.0,52.0,50.0,24.0,46.0,England
N. Stephan,50000,49,GK,49.0,48.0,57.0,54.0,24.0,49.0,Germany
M. Harsman,50000,49,GK,55.0,48.0,50.0,48.0,34.0,44.0,Germany
D. Harrington,50000,49,GK,51.0,51.0,48.0,45.0,20.0,50.0,Republic of Ireland
B. Sinzig,50000,49,GK,48.0,54.0,50.0,50.0,22.0,48.0,Switzerland
J. Wright,50000,49,GK,53.0,54.0,46.0,48.0,18.0,45.0,England
G. Chironi,40000,49,GK,47.0,50.0,50.0,52.0,25.0,48.0,Italy
L. Armstrong,30000,49,GK,50.0,45.0,48.0,50.0,20.0,47.0,England
D. Mackay,30000,49,GK,48.0,50.0,47.0,48.0,41.0,48.0,Scotland
Park Han Geun,30000,49,GK,49.0,48.0,54.0,49.0,24.0,54.0,Korea Republic
Wang Zhifeng,30000,49,GK,49.0,53.0,52.0,50.0,24.0,43.0,China PR
P. Królczyk,30000,49,GK,53.0,47.0,55.0,53.0,18.0,48.0,Poland
V. Storsve,50000,48,GK,50.0,50.0,48.0,51.0,30.0,49.0,Norway
G. Sykes-Kenworthy,50000,48,GK,44.0,46.0,45.0,51.0,32.0,48.0,England
H. Sveijer,50000,48,GK,50.0,49.0,48.0,51.0,24.0,47.0,Sweden
P. Martin,40000,48,GK,54.0,51.0,46.0,45.0,24.0,43.0,Republic of Ireland
