short_name,value_eur,overall,player_positions,pace,shooting,passing,dribbling,defending,physic,nationality
F. Moufi,850000,66,RB,68.0,39.0,53.0,66.0,65.0,70.0,Morocco
J. Ramírez,950000,66,CAM,64.0,59.0,65.0,67.0,53.0,59.0,Colombia
Cho Young Wook,975000,66,ST,82.0,62.0,59.0,65.0,29.0,63.0,Korea Republic
Q. Laçi,950000,66,CAM,73.0,65.0,64.0,67.0,57.0,68.0,Albania
P. Kammerbauer,875000,66,CDM,66.0,48.0,65.0,70.0,62.0,67.0,Germany
S. Balaure,950000,66,LM,81.0,51.0,60.0,66.0,42.0,63.0,Romania
F. Venegas,875000,66,CB,57.0,45.0,54.0,58.0,66.0,67.0,Mexico
You Ju An,975000,66,ST,73.0,61.0,61.0,65.0,37.0,65.0,Korea Republic
Bruno Wilson,850000,66,CB,52.0,30.0,44.0,44.0,65.0,71.0,Portugal
R. Williams,875000,66,CB,75.0,34.0,48.0,53.0,65.0,75.0,England
A. Leautey,950000,66,RM,85.0,54.0,62.0,67.0,29.0,48.0,France
A. Al Khaibari,875000,66,CDM,67.0,43.0,59.0,62.0,63.0,72.0,Saudi Arabia
M. Verreth,950000,66,RM,76.0,62.0,61.0,67.0,34.0,58.0,Belgium
T. Bergmann,875000,66,CDM,66.0,60.0,69.0,59.0,59.0,71.0,Germany
T. Handwerker,850000,66,LB,78.0,39.0,61.0,64.0,60.0,66.0,Germany
Gonçalo Agrelos,950000,66,LW,74.0,55.0,62.0,70.0,53.0,61.0,Portugal
J. Valadéz,850000,66,CB,46.0,38.0,46.0,57.0,65.0,61.0,Mexico
C. Ezeh,950000,66,RW,72.0,59.0,63.0,68.0,31.0,53.0,Nigeria
M. Merentiel,950000,66,ST,68.0,67.0,48.0,65.0,29.0,51.0,Uruguay
S. Lorenz,850000,66,CB,72.0,32.0,51.0,51.0,64.0,70.0,Germany
A. Mora,875000,66,CB,68.0,29.0,45.0,39.0,68.0,68.0,Mexico
P. Chato,875000,66,CDM,71.0,46.0,56.0,62.0,65.0,77.0,Germany
F. Proia,925000,66,CM,71.0,58.0,65.0,65.0,63.0,71.0,Italy
Ruster,950000,66,RW,79.0,61.0,58.0,70.0,27.0,65.0,Brazil
V. Ghiță,875000,66,CB,45.0,23.0,35.0,34.0,64.0,74.0,Romania
Samuel Dias,925000,66,RW,69.0,71.0,55.0,69.0,30.0,49.0,Brazil
D. Kerkez,850000,66,CB,52.0,27.0,41.0,39.0,67.0,69.0,Serbia
M. Biteghé,875000,66,CDM,70.0,45.0,60.0,67.0,63.0,65.0,Gabon
L. Thompson,900000,66,CM,64.0,50.0,63.0,65.0,65.0,70.0,Wales
B. Garuccio,800000,66,LB,81.0,53.0,64.0,68.0,60.0,61.0,Australia
P. Stolarski,800000,66,RB,88.0,51.0,61.0,64.0,57.0,66.0,Poland
J. Wilson,925000,66,ST,73.0,65.0,57.0,65.0,26.0,58.0,England
J. Gammelby,800000,66,RB,77.0,58.0,63.0,65.0,60.0,74.0,Denmark
E. Hyndman,900000,66,CM,65.0,59.0,68.0,72.0,55.0,48.0,United States
A. Salétros,800000,66,LWB,66.0,56.0,66.0,63.0,60.0,67.0,Sweden
J. Jach,800000,66,CB,54.0,45.0,50.0,55.0,64.0,73.0,Poland
K. Hafez,800000,66,LB,78.0,39.0,59.0,64.0,65.0,67.0,Egypt
M. Wieteska,825000,66,CB,59.0,33.0,46.0,43.0,63.0,70.0,Poland
M. Multhaup,900000,66,RM,86.0,54.0,61.0,71.0,39.0,55.0,Germany
H. Çinemre,800000,66,CB,69.0,31.0,44.0,46.0,64.0,70.0,Turkey
Arturo Molina,900000,66,CAM,68.0,62.0,62.0,71.0,52.0,55.0,Spain
A. Murillo,825000,66,CB,52.0,39.0,45.0,42.0,65.0,71.0,Colombia
C. Hamilton,925000,66,ST,92.0,62.0,55.0,65.0,57.0,66.0,England
Erik,925000,66,ST,80.0,66.0,49.0,71.0,22.0,47.0,Brazil
D. Dianessy,900000,66,CAM,77.0,66.0,54.0,68.0,28.0,50.0,France
Jang Yun Ho,900000,66,CM,58.0,55.0,63.0,62.0,56.0,67.0,Korea Republic
Lee Yeong Jae,900000,66,CM,74.0,60.0,61.0,65.0,55.0,52.0,Korea Republic
L. Gugganig,825000,66,CDM,58.0,52.0,53.0,54.0,68.0,75.0,Austria
A. Doffo,900000,66,CAM,71.0,57.0,66.0,67.0,28.0,45.0,Argentina
N. Kijewski,800000,66,LB,75.0,38.0,60.0,67.0,63.0,64.0,Germany
M. Bähre,900000,66,CAM,72.0,60.0,65.0,68.0,37.0,56.0,Germany
A. Munksgaard,825000,66,RB,76.0,41.0,58.0,64.0,63.0,69.0,Denmark
S. Sarr,900000,66,CM,62.0,61.0,61.0,61.0,63.0,86.0,Senegal
B. Konaté,825000,66,CDM,64.0,47.0,59.0,64.0,63.0,63.0,France
M. El Hankouri,900000,66,LM,79.0,60.0,61.0,73.0,32.0,49.0,Morocco
A. Reca,800000,66,LB,80.0,57.0,63.0,69.0,62.0,66.0,Poland
Jean Carlos,900000,66,CAM,76.0,56.0,66.0,67.0,38.0,60.0,Brazil
K. Mohammed,825000,66,CB,70.0,33.0,44.0,59.0,65.0,67.0,Ghana
R. Peña,925000,66,ST,66.0,63.0,46.0,64.0,22.0,66.0,Venezuela
M. Bundu,900000,66,RW,85.0,62.0,57.0,68.0,42.0,68.0,Sierra Leone
A. Chalá,800000,66,LB,95.0,46.0,54.0,57.0,63.0,65.0,Ecuador
K. Matsubara,800000,66,LB,75.0,57.0,58.0,65.0,60.0,70.0,Japan
O. Verdon,825000,66,CB,51.0,29.0,39.0,39.0,67.0,73.0,Benin
L. Angulo,900000,66,CM,67.0,62.0,58.0,66.0,58.0,75.0,Colombia
C. Boukholda,900000,66,CAM,51.0,55.0,69.0,67.0,37.0,53.0,France
Rodrigão,825000,66,CB,60.0,31.0,46.0,39.0,64.0,76.0,Brazil
E. Eze,925000,66,ST,80.0,62.0,51.0,64.0,26.0,68.0,Nigeria
C. Bayala,900000,66,RM,81.0,60.0,58.0,65.0,33.0,63.0,Burkina Faso
Y. Nazaryna,900000,66,CM,69.0,57.0,67.0,67.0,58.0,64.0,Ukraine
M. Etuin,900000,66,CM,69.0,56.0,69.0,66.0,57.0,48.0,France
Neto Borges,800000,66,LB,71.0,49.0,61.0,68.0,62.0,72.0,Brazil
A. Adam,925000,66,ST,75.0,66.0,48.0,65.0,19.0,62.0,Saudi Arabia
B. White,925000,66,ST,76.0,63.0,51.0,66.0,48.0,68.0,United States
F. Sakala,925000,66,ST,86.0,67.0,53.0,61.0,29.0,66.0,Zambia
G. Whyte,900000,66,RM,81.0,58.0,58.0,68.0,30.0,41.0,Northern Ireland
S. Coulibaly,825000,66,CB,53.0,38.0,45.0,49.0,65.0,70.0,France
D. Todorović,800000,66,RB,71.0,52.0,59.0,66.0,62.0,64.0,Bosnia Herzegovina
S. Lawson,825000,66,CDM,79.0,50.0,61.0,67.0,63.0,70.0,Togo
Carlos Neva,800000,66,LB,73.0,43.0,54.0,63.0,65.0,56.0,Spain
Cristian Cedrés,900000,66,RM,81.0,65.0,60.0,69.0,32.0,50.0,Spain
F. Pons,925000,66,ST,64.0,67.0,46.0,59.0,34.0,70.0,Argentina
T. Štrkalj,925000,66,ST,56.0,69.0,44.0,61.0,20.0,54.0,Croatia
H. Bockhorn,800000,66,RB,77.0,61.0,56.0,67.0,60.0,67.0,Uganda
M. Brizuela,825000,66,CB,57.0,30.0,45.0,46.0,66.0,67.0,Argentina
S. Nicholson,925000,66,ST,68.0,70.0,56.0,61.0,22.0,70.0,Jamaica
M. Kennedy,875000,66,LM,83.0,59.0,60.0,69.0,47.0,62.0,Scotland
D. Wright,875000,66,RM,76.0,57.0,59.0,71.0,51.0,68.0,England
B. Finne,875000,66,LM,77.0,64.0,56.0,70.0,23.0,60.0,Norway
K. Sadlier,875000,66,LM,74.0,67.0,63.0,68.0,38.0,65.0,Republic of Ireland
A. Maxsø,775000,66,CB,50.0,44.0,49.0,46.0,64.0,75.0,Denmark
S. Kaikai,875000,66,LM,79.0,63.0,62.0,71.0,28.0,51.0,England
D. Seys,875000,66,RW,80.0,60.0,61.0,70.0,34.0,62.0,Belgium
E. Zejnullahu,875000,66,CM,71.0,58.0,64.0,69.0,61.0,62.0,Kosovo
J. Allen,875000,66,CM,77.0,51.0,65.0,62.0,64.0,73.0,England
F. Dabo,775000,66,RB,70.0,45.0,55.0,61.0,64.0,75.0,England
M. Uhre,900000,66,ST,84.0,64.0,47.0,64.0,34.0,71.0,Denmark
S. McQueen,775000,66,LB,68.0,48.0,62.0,70.0,64.0,65.0,England
G. Kastaneer,875000,66,LM,82.0,62.0,51.0,71.0,33.0,70.0,Curacao
P. Strand,875000,66,LW,85.0,63.0,65.0,67.0,58.0,72.0,Norway
D. Van den Buijs,800000,66,CB,65.0,40.0,62.0,51.0,66.0,67.0,Belgium
M. Laínez,875000,66,LW,76.0,60.0,61.0,71.0,55.0,61.0,Mexico
B. Straalman,800000,66,CB,60.0,29.0,51.0,52.0,65.0,70.0,Netherlands
J. Smeets,875000,66,CM,65.0,53.0,63.0,65.0,64.0,68.0,Netherlands
D. Gnaase,800000,66,CDM,76.0,53.0,61.0,67.0,60.0,72.0,Germany
R. Zambrano,800000,66,CDM,73.0,56.0,68.0,70.0,60.0,64.0,Venezuela
R. González,875000,66,RM,81.0,49.0,60.0,68.0,32.0,46.0,Chile
S. Stolze,875000,66,CAM,78.0,62.0,56.0,72.0,29.0,53.0,Germany
J. Vásquez,875000,66,RM,79.0,64.0,60.0,68.0,23.0,71.0,Colombia
R. Ogawa,775000,66,LB,76.0,47.0,57.0,58.0,61.0,74.0,Japan
Carlos Fortes,900000,66,ST,68.0,63.0,48.0,65.0,31.0,75.0,Portugal
A. Laïdouni,875000,66,CM,67.0,50.0,60.0,67.0,61.0,64.0,France
M. Janković,875000,66,CAM,73.0,60.0,62.0,67.0,38.0,51.0,Montenegro
Bruno Leite,875000,66,CM,71.0,51.0,62.0,66.0,60.0,66.0,Cape Verde
Juanjo Nieto,775000,66,RB,73.0,45.0,58.0,64.0,63.0,61.0,Spain
Ha Chang Rae,800000,66,CB,55.0,25.0,41.0,47.0,65.0,70.0,Korea Republic
M. Schröter,875000,66,RM,86.0,55.0,63.0,61.0,61.0,66.0,Germany
J. Schryvers,775000,66,RB,68.0,38.0,62.0,62.0,63.0,65.0,Belgium
L. Marseiler,875000,66,LM,81.0,57.0,58.0,69.0,34.0,58.0,Germany
N. Mihajlović,875000,66,LW,77.0,62.0,64.0,69.0,30.0,60.0,Serbia
S. Diarra,875000,66,RM,66.0,56.0,62.0,69.0,65.0,67.0,Mali
A. Succar,900000,66,ST,76.0,66.0,53.0,62.0,26.0,66.0,Peru
Y. Roche,800000,66,CB,62.0,31.0,42.0,48.0,64.0,72.0,France
I. Sankhon,800000,66,CB,72.0,51.0,64.0,67.0,63.0,72.0,Guinea
E. Grezda,875000,66,LW,88.0,56.0,60.0,70.0,32.0,55.0,Albania
A. Chindriș,800000,66,CB,61.0,27.0,38.0,52.0,64.0,71.0,Romania
Simón Moreno,900000,66,ST,76.0,66.0,49.0,63.0,21.0,53.0,Spain
N. Lavanchy,750000,66,RWB,80.0,60.0,61.0,66.0,59.0,63.0,Switzerland
C. Nelson,750000,66,CB,70.0,36.0,51.0,56.0,62.0,82.0,England
M. Ødegaard,750000,66,CB,59.0,27.0,50.0,52.0,67.0,71.0,Norway
M. Bueno,875000,66,ST,72.0,63.0,58.0,65.0,35.0,71.0,Mexico
J. Naismith,750000,66,RB,79.0,47.0,59.0,61.0,61.0,78.0,Scotland
Alex Gorrín,775000,66,CDM,60.0,45.0,63.0,66.0,63.0,61.0,Spain
T. Fountas,875000,66,ST,84.0,62.0,63.0,71.0,44.0,48.0,Greece
D. Samuel,875000,66,ST,75.0,63.0,52.0,67.0,37.0,69.0,England
Zhou Dingyang,850000,66,CM,65.0,60.0,60.0,63.0,61.0,72.0,Chinese Taipei
A. Guido,850000,66,CM,66.0,61.0,65.0,67.0,52.0,56.0,United States
E. Lee,850000,66,CAM,72.0,65.0,62.0,66.0,41.0,63.0,England
D. Del Fabro,775000,66,CB,60.0,34.0,38.0,48.0,67.0,71.0,Italy
S. Al Shehri,875000,66,ST,64.0,65.0,45.0,62.0,23.0,70.0,Saudi Arabia
M. Palmer,850000,66,CM,69.0,60.0,66.0,65.0,61.0,66.0,England
L. Hufnagel,850000,66,CM,73.0,55.0,63.0,71.0,51.0,57.0,Georgia
D. Gape,850000,66,CM,67.0,57.0,64.0,65.0,63.0,73.0,England
T. Al Absi,750000,66,CB,57.0,25.0,38.0,47.0,66.0,73.0,Saudi Arabia
K. Pedersen,750000,66,CB,58.0,36.0,49.0,50.0,66.0,73.0,Denmark
L. Pavez Muñoz,750000,66,LB,81.0,50.0,55.0,61.0,61.0,66.0,Chile
G. Iñíguez,850000,66,CM,66.0,53.0,65.0,68.0,62.0,67.0,Argentina
D. Islamovic,875000,66,ST,50.0,69.0,57.0,62.0,29.0,72.0,Sweden
A. Tshibola,850000,66,CM,66.0,56.0,65.0,69.0,62.0,71.0,DR Congo
S. Gregersen,775000,66,CB,68.0,44.0,46.0,41.0,64.0,75.0,Norway
Flávio,775000,66,CB,42.0,29.0,38.0,43.0,63.0,78.0,Brazil
C. Omoigui,875000,66,ST,87.0,64.0,48.0,66.0,24.0,66.0,Nigeria
D. Camara,875000,66,ST,75.0,62.0,55.0,67.0,36.0,66.0,Guinea
A. Lundqvist,750000,66,LB,69.0,52.0,64.0,62.0,63.0,57.0,Sweden
E. Gómez,750000,66,LB,76.0,52.0,61.0,69.0,59.0,70.0,Argentina
H. Zapata,850000,66,RM,77.0,58.0,59.0,69.0,41.0,66.0,Colombia
S. Filip,750000,66,LB,72.0,50.0,58.0,58.0,61.0,79.0,Romania
M. Asenjo,875000,66,ST,58.0,68.0,39.0,65.0,38.0,69.0,Argentina
G. Zajkov,775000,66,CB,45.0,24.0,47.0,45.0,67.0,64.0,FYR Macedonia
S. Ernst,850000,66,CM,74.0,54.0,62.0,71.0,50.0,59.0,Germany
N. Mbemba,850000,66,CM,66.0,59.0,64.0,67.0,60.0,65.0,France
A. Capello,875000,66,ST,77.0,64.0,57.0,63.0,30.0,61.0,Italy
O. Zawada,875000,66,ST,74.0,64.0,48.0,60.0,26.0,68.0,Poland
Li Ang,775000,66,CB,55.0,56.0,57.0,58.0,63.0,77.0,China PR
M. Frey,775000,66,CDM,60.0,48.0,59.0,63.0,66.0,66.0,Germany
J. Düker,875000,66,CF,66.0,60.0,57.0,70.0,28.0,67.0,Germany
B. Çamoğlu,850000,66,RM,83.0,35.0,59.0,70.0,54.0,54.0,Turkey
H. Hajradinović,850000,66,CAM,76.0,65.0,65.0,67.0,45.0,66.0,Bosnia Herzegovina
J. Obrian,850000,66,RM,87.0,62.0,58.0,65.0,19.0,63.0,Colombia
A. Soto,750000,66,RB,57.0,60.0,55.0,61.0,68.0,72.0,Colombia
K. Koizumi,750000,66,RB,78.0,48.0,54.0,55.0,63.0,66.0,Japan
P. Diaw,775000,66,CB,76.0,26.0,32.0,42.0,64.0,78.0,Senegal
K. Malinov,0,66,CDM,74.0,49.0,57.0,60.0,64.0,55.0,Bulgaria
T. Szántó,850000,66,CAM,69.0,62.0,62.0,68.0,61.0,70.0,Hungary
S. N'Guessan,850000,66,CM,65.0,55.0,60.0,68.0,57.0,54.0,Ivory Coast
K. Fukai,850000,66,CM,67.0,51.0,63.0,69.0,58.0,71.0,Japan
J. Nietfeld,875000,66,ST,68.0,64.0,48.0,64.0,23.0,61.0,Germany
I. Paro,775000,66,CB,66.0,30.0,56.0,49.0,65.0,69.0,Burkina Faso
M. Hamdy,0,66,CB,68.0,40.0,40.0,46.0,68.0,65.0,Egypt
Gustavo Cascardo,750000,66,RB,82.0,45.0,56.0,67.0,62.0,60.0,Brazil
M. Fischer,850000,66,CAM,73.0,62.0,63.0,67.0,38.0,53.0,Austria
Juan Hernández,850000,66,RM,63.0,62.0,62.0,66.0,24.0,46.0,Spain
Robinho,850000,66,LM,84.0,55.0,59.0,72.0,36.0,52.0,Brazil
V. Bondarenko,775000,66,CB,54.0,30.0,32.0,45.0,65.0,79.0,Ukraine
M. Căpățînă,850000,66,RM,70.0,54.0,62.0,65.0,25.0,53.0,Romania
Manu Sánchez,750000,66,RB,73.0,34.0,52.0,61.0,64.0,60.0,Spain
B. Mladenovic,850000,66,LW,74.0,64.0,59.0,69.0,28.0,59.0,Serbia
G. Burke,825000,66,CAM,61.0,67.0,62.0,67.0,26.0,58.0,Republic of Ireland
A. Jackson,750000,66,CB,51.0,30.0,41.0,53.0,65.0,65.0,England
A. Grant,750000,66,CB,41.0,33.0,39.0,39.0,66.0,74.0,Australia
C. Martschinko,725000,66,LB,80.0,54.0,56.0,68.0,63.0,73.0,Austria
J. Rafferty,725000,66,RB,76.0,34.0,59.0,62.0,63.0,68.0,Republic of Ireland
Derik,750000,66,CDM,69.0,42.0,57.0,61.0,64.0,72.0,Spain
M. Schmerböck,850000,66,ST,76.0,64.0,60.0,68.0,33.0,62.0,Austria
L. Kassi,850000,66,CAM,76.0,61.0,64.0,67.0,55.0,63.0,Ivory Coast
M. Heylen,750000,66,CB,49.0,37.0,55.0,46.0,66.0,69.0,Belgium
D. Bakker,750000,66,CDM,59.0,55.0,63.0,66.0,64.0,69.0,Netherlands
J. Rothwell,850000,66,LM,70.0,57.0,64.0,71.0,56.0,60.0,England
C. Mancilla,725000,66,CB,65.0,43.0,41.0,51.0,65.0,73.0,Colombia
J. Bandowski,725000,66,LB,87.0,57.0,58.0,63.0,59.0,68.0,Germany
E. Monthe,750000,66,CB,65.0,40.0,47.0,49.0,63.0,78.0,Cameroon
I. Alba,750000,66,RB,76.0,64.0,62.0,64.0,60.0,70.0,Colombia
F. Friday,850000,66,ST,73.0,64.0,48.0,66.0,27.0,74.0,Nigeria
C. Flórez,750000,66,LB,69.0,43.0,59.0,53.0,65.0,73.0,Colombia
G. Paquiez,725000,66,LB,71.0,43.0,60.0,58.0,64.0,68.0,France
Marcelo Djaló,750000,66,CB,41.0,30.0,30.0,42.0,65.0,74.0,Guinea Bissau
J. von Haacke,825000,66,CM,56.0,54.0,66.0,66.0,57.0,64.0,Germany
Ryu Seung Woo,825000,66,CAM,78.0,60.0,57.0,69.0,44.0,46.0,Korea Republic
Liao Lisheng,750000,66,CDM,67.0,59.0,67.0,64.0,65.0,61.0,China PR
B. Ould-Chikh,850000,66,RW,74.0,61.0,58.0,74.0,27.0,44.0,Morocco
N. Datković,725000,66,CB,51.0,18.0,36.0,35.0,64.0,75.0,Croatia
G. Lloris,750000,66,CB,46.0,36.0,49.0,50.0,66.0,67.0,France
Kang Sang Woo,725000,66,LB,79.0,60.0,59.0,65.0,64.0,55.0,Korea Republic
P. Lemonnier,750000,66,CB,60.0,28.0,40.0,49.0,66.0,70.0,France
E. Ekpolo,750000,66,RB,76.0,37.0,57.0,64.0,61.0,78.0,Nigeria
He Guan,725000,66,CB,59.0,30.0,38.0,37.0,68.0,69.0,China PR
F. Belli,725000,66,RB,79.0,34.0,53.0,57.0,62.0,63.0,Italy
J. Hendry,750000,66,CB,71.0,33.0,51.0,61.0,64.0,73.0,Scotland
J. Arias,850000,66,ST,60.0,66.0,47.0,59.0,27.0,75.0,Curacao
R. Rebolledo,750000,66,RB,73.0,26.0,54.0,64.0,63.0,65.0,Chile
S. Reese,750000,66,CB,56.0,37.0,49.0,49.0,66.0,66.0,Denmark
Hugo Gomes,750000,66,CB,58.0,28.0,45.0,42.0,65.0,70.0,Brazil
A. Gasbarro,750000,66,LB,72.0,31.0,48.0,62.0,62.0,74.0,Italy
Jesiel,750000,66,CB,54.0,30.0,44.0,43.0,67.0,69.0,Brazil
D. Widgren,725000,66,LB,68.0,45.0,67.0,63.0,62.0,65.0,Sweden
T. Sekine,850000,66,RM,76.0,53.0,60.0,67.0,31.0,52.0,Japan
Vitor Costa,725000,66,LB,71.0,56.0,60.0,64.0,63.0,66.0,Brazil
L. Crepulja,750000,66,CDM,66.0,57.0,62.0,66.0,62.0,69.0,Croatia
Kim Min Tae,750000,66,CB,71.0,35.0,58.0,54.0,64.0,74.0,Korea Republic
D. Schmidt,725000,66,CB,65.0,37.0,41.0,53.0,66.0,70.0,Argentina
T. Hasegawa,825000,66,CAM,88.0,57.0,58.0,75.0,29.0,48.0,Japan
P. Kurzweg,725000,66,LB,82.0,47.0,64.0,66.0,57.0,71.0,Germany
H. Balic,850000,66,LM,73.0,61.0,62.0,64.0,28.0,58.0,Austria
Pité,750000,66,LB,58.0,52.0,60.0,68.0,65.0,68.0,Portugal
Pablo Larrea,750000,66,CDM,60.0,58.0,63.0,66.0,61.0,60.0,Spain
V. Kovačević,725000,66,CB,54.0,24.0,42.0,38.0,65.0,71.0,Serbia
L. Röser,850000,66,ST,73.0,66.0,54.0,65.0,32.0,69.0,Germany
A. Absalem,750000,66,LB,75.0,34.0,49.0,64.0,65.0,62.0,Netherlands
B. Boulahroud,750000,66,CDM,71.0,58.0,64.0,65.0,64.0,59.0,Morocco
M. Barać,750000,66,CB,57.0,49.0,51.0,51.0,63.0,78.0,Croatia
R. Yaslam,850000,66,LM,80.0,55.0,61.0,69.0,30.0,44.0,United Arab Emirates
R. Boissier,825000,66,CM,65.0,59.0,66.0,64.0,61.0,66.0,France
Son,725000,66,RB,69.0,46.0,57.0,66.0,65.0,60.0,Spain
J. Walsh,700000,66,CB,66.0,39.0,53.0,52.0,64.0,72.0,Wales
M. Amini,775000,66,CM,63.0,59.0,62.0,68.0,55.0,71.0,Australia
M. Djuricin,825000,66,ST,81.0,64.0,55.0,67.0,26.0,62.0,Austria
Campabadal,700000,66,RB,71.0,40.0,53.0,61.0,65.0,67.0,Spain
K. Haraldseid,700000,66,RB,73.0,53.0,61.0,64.0,62.0,72.0,Norway
N. Næss,725000,66,CB,55.0,52.0,62.0,56.0,64.0,73.0,Norway
A. Woodyard,775000,66,CM,66.0,50.0,64.0,65.0,66.0,74.0,England
Lee Jong Sung,725000,66,CB,57.0,54.0,60.0,61.0,64.0,75.0,Korea Republic
R. Jansson,700000,66,CB,58.0,28.0,53.0,56.0,65.0,68.0,Sweden
S. Carruthers,800000,66,CAM,73.0,55.0,64.0,68.0,55.0,59.0,Republic of Ireland
D. Skhirtladze,825000,66,CF,72.0,61.0,62.0,69.0,29.0,69.0,Georgia
C. Wyke,825000,66,ST,60.0,64.0,45.0,64.0,28.0,76.0,England
R. Williams,800000,66,RM,78.0,56.0,60.0,69.0,25.0,63.0,Australia
J. Espericueta,800000,66,CM,62.0,63.0,71.0,69.0,50.0,54.0,Mexico
A. Forde,800000,66,RM,73.0,60.0,63.0,67.0,32.0,62.0,Republic of Ireland
I. Vassell,825000,66,ST,84.0,63.0,50.0,64.0,33.0,72.0,England
C. Thompson,800000,66,CM,83.0,54.0,61.0,67.0,64.0,79.0,England
M. Chacón,725000,66,CDM,72.0,48.0,60.0,66.0,60.0,68.0,Netherlands
Y. Mbone,725000,66,CB,51.0,49.0,57.0,58.0,64.0,75.0,Cameroon
A. Sané,825000,66,ST,71.0,66.0,58.0,65.0,26.0,55.0,Senegal
K. Mayi,825000,66,ST,80.0,61.0,53.0,70.0,24.0,64.0,France
T. Vion,700000,66,RB,66.0,60.0,62.0,63.0,62.0,73.0,France
E. Zenga,775000,66,CM,61.0,52.0,65.0,69.0,60.0,65.0,Germany
A. Uryga,725000,66,CB,37.0,47.0,55.0,56.0,64.0,75.0,Poland
M. Benning,700000,66,LWB,74.0,60.0,62.0,64.0,60.0,72.0,England
P. Weihrauch,800000,66,CM,77.0,58.0,62.0,74.0,54.0,62.0,Germany
A. Rømer,800000,66,CM,71.0,44.0,64.0,64.0,64.0,78.0,Denmark
T. Peyre,725000,66,CB,64.0,34.0,50.0,50.0,66.0,70.0,France
L. Woudenberg,700000,66,LB,68.0,36.0,57.0,59.0,61.0,74.0,Netherlands
M. Kopczyński,700000,66,CB,60.0,48.0,59.0,62.0,64.0,67.0,Poland
D. Douline,725000,66,CDM,51.0,52.0,56.0,58.0,65.0,68.0,France
João Pedro,775000,66,CM,67.0,64.0,61.0,66.0,63.0,68.0,Portugal
H. Mojica,800000,66,CAM,87.0,59.0,66.0,68.0,36.0,58.0,Colombia
D. Giraldo,700000,66,CDM,70.0,46.0,61.0,61.0,63.0,73.0,Colombia
E. Castañeda,725000,66,CB,55.0,50.0,43.0,39.0,65.0,67.0,Colombia
H. Obando,700000,66,RB,88.0,32.0,52.0,58.0,63.0,75.0,Colombia
T. Albutat,725000,66,CDM,65.0,53.0,57.0,60.0,65.0,73.0,Germany
M. Hofmann,725000,66,CB,64.0,39.0,49.0,47.0,65.0,71.0,Austria
J. Elsey,725000,66,CB,54.0,24.0,42.0,48.0,65.0,75.0,Australia
K. Vassell,825000,66,ST,79.0,65.0,47.0,62.0,34.0,69.0,Northern Ireland
Lee Chan Dong,775000,66,CM,58.0,58.0,62.0,62.0,68.0,78.0,Korea Republic
Woo Ju Sung,700000,66,RB,63.0,47.0,55.0,58.0,64.0,75.0,Korea Republic
W. de la Rosa,825000,66,ST,86.0,64.0,50.0,70.0,28.0,46.0,Colombia
Sun Jie,700000,66,CB,43.0,40.0,51.0,56.0,64.0,79.0,China PR
M. Ballmert,700000,66,RB,71.0,38.0,51.0,62.0,65.0,68.0,Germany
Nuha,825000,66,ST,72.0,66.0,51.0,61.0,27.0,67.0,Gambia
J. Bachmann,750000,66,CDM,52.0,45.0,56.0,55.0,66.0,79.0,Germany
Ricardinho,700000,66,RB,75.0,55.0,58.0,61.0,63.0,58.0,Portugal
Fu Huan,700000,66,RB,75.0,32.0,61.0,62.0,61.0,64.0,China PR
D. Milinković,800000,66,LM,76.0,56.0,62.0,68.0,25.0,54.0,France
A. Empereur,725000,66,CB,64.0,28.0,48.0,48.0,67.0,68.0,Brazil
C. Dieng,800000,66,LM,87.0,52.0,60.0,67.0,28.0,52.0,Senegal
A. Al Obaid,700000,66,LB,78.0,59.0,64.0,64.0,59.0,69.0,Saudi Arabia
S. Ugarković,750000,66,CDM,71.0,45.0,58.0,65.0,64.0,72.0,Australia
K. Matsubara,700000,66,RB,71.0,49.0,59.0,62.0,61.0,70.0,Japan
Eduardo,725000,66,CB,60.0,33.0,44.0,50.0,63.0,80.0,Brazil
A. Sigurðarson,0,66,LM,80.0,62.0,61.0,67.0,36.0,56.0,Iceland
Jang Ho Ik,800000,66,RM,82.0,50.0,58.0,65.0,61.0,75.0,Korea Republic
N. Maná,800000,66,RW,80.0,63.0,56.0,69.0,29.0,64.0,Argentina
M. Massop,700000,66,LB,63.0,33.0,53.0,62.0,66.0,68.0,Netherlands
J. Żubrowski,700000,66,CDM,53.0,48.0,62.0,63.0,62.0,71.0,Poland
N. Rajsel,825000,66,CF,67.0,66.0,65.0,68.0,34.0,57.0,Slovenia
S. Schäfer,725000,66,CB,62.0,27.0,45.0,47.0,65.0,70.0,Germany
A. Czerwiński,700000,66,RB,79.0,41.0,58.0,64.0,63.0,68.0,Poland
J. García,825000,66,ST,65.0,65.0,45.0,63.0,31.0,70.0,Argentina
J. Cascante,725000,66,CB,53.0,37.0,44.0,48.0,64.0,70.0,Costa Rica
L. Ćirković,725000,66,CB,68.0,32.0,46.0,43.0,65.0,71.0,Serbia
Luis Felipe,750000,66,CDM,60.0,45.0,57.0,60.0,63.0,68.0,United States
J. Mora,700000,66,LB,78.0,47.0,56.0,66.0,63.0,63.0,Costa Rica
S. Guri,825000,66,ST,58.0,68.0,57.0,60.0,31.0,67.0,Albania
E. Vandenabeele,700000,66,CB,58.0,38.0,43.0,46.0,65.0,71.0,France
